GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,CTY_SUBA,PLACEA,TRACTA,SCSAA,SMSAA,URB_AREAA,AREANAME,CENCNTY,CBD,SEA,C24001,C24002,C24003,C24004,C24005,C24006,C24007,C24008,C24009,C24010,C24011,C24012,C24013,C24014,C24015,C24016
"G0501330","1970","Arkansas","05","Sevier","133",,,,,,,"Sevier","1",,"04",99,144,89,202,587,500,999,160,25,70,69,86,272,290,537,80
"G0501350","1970","Arkansas","05","Sharp","135",,,,,,,"Sharp","1",,"03",22,71,33,112,307,347,733,122,21,41,62,46,140,209,336,40
"G0501370","1970","Arkansas","05","Stone","137",,,,,,,"Stone","1",,"09",46,38,30,68,239,308,495,110,12,41,26,91,160,198,198,8
"G0501390","1970","Arkansas","05","Union","139",,,,,,,"Union","1",,"06",264,420,339,682,1961,2102,4137,601,139,200,199,322,1094,1478,2660,323
"G0501410","1970","Arkansas","05","Van Buren","141",,,,,,,"Van Buren","1",,"09",36,59,46,103,338,305,550,69,0,66,51,58,150,197,341,31
"G0501430","1970","Arkansas","05","Washington","143",,,,,,,"Washington","1",,"01",521,1023,1013,1878,4427,3641,5254,916,295,751,1033,1545,2507,2159,3398,487
"G0501450","1970","Arkansas","05","White","145",,,,,,,"White","1",,"03",131,481,458,723,1952,1671,3003,421,42,380,492,363,955,1034,1775,165
"G0501470","1970","Arkansas","05","Woodruff","147",,,,,,,"Woodruff","1",,"07",91,70,67,173,417,382,874,148,41,48,80,92,281,229,572,52
"G0501490","1970","Arkansas","05","Yell","149",,,,,"2720",,"Yell","1",,"02",76,105,139,244,658,662,1311,204,40,99,128,118,391,351,729,74
"G0600010","1970","California","06","Alameda","001",,,,,"7360",,"Alameda","0",,"A",6034,11180,16631,26388,69129,56860,93470,9454,3421,8763,12881,19423,36683,32281,54825,5534
"G0600030","1970","California","06","Alpine","003",,,,,,,"Alpine","1",,"09",6,0,6,11,40,19,61,0,8,0,0,3,16,25,22,0
"G0600050","1970","California","06","Amador","005",,,,,,,"Amador","1",,"09",70,84,64,134,599,508,1273,164,32,71,54,68,194,259,607,101
"G0600070","1970","California","06","Butte","007",,,,,,,"Butte","1",,"04",558,1042,1064,1639,4749,4194,8014,856,283,873,1085,1276,2194,2385,4553,493
"G0600090","1970","California","06","Calaveras","009",,,,,,,"Calaveras","1",,"09",88,135,36,186,669,631,1328,253,97,61,42,47,215,338,544,67
"G0600110","1970","California","06","Colusa","011",,,,,,,"Colusa","1",,"04",117,70,91,215,637,693,1254,167,31,58,55,123,315,280,636,48
"G0600130","1970","California","06","Contra Costa","013",,,,,"7360",,"Contra Costa","1",,"A",4035,5940,5522,9278,33145,33678,53608,3226,2051,4030,4379,6164,15524,17431,26666,1697
"G0600150","1970","California","06","Del Norte","015",,,,,,,"Del Norte","1",,"01",79,174,204,235,720,783,1370,146,69,90,57,124,322,479,717,47
"G0600170","1970","California","06","El Dorado","017",,,,,"7360",,"El Dorado","1",,"09",234,384,402,823,2296,2699,4171,355,179,295,338,533,1294,1559,2387,178
"G0600190","1970","California","06","Fresno","019",,,,,"2840",,"Fresno","0",,"E",2696,4082,4794,7486,21778,19984,33065,3293,1111,3533,4108,5276,10795,10937,17061,1368
"G0600210","1970","California","06","Glenn","021",,,,,,,"Glenn","1",,"04",190,159,130,277,810,987,1741,299,60,37,103,134,396,518,880,63
"G0600230","1970","California","06","Humboldt","023",,,,,,,"Humboldt","1",,"01",615,1122,1064,1946,5600,5186,8617,805,336,745,946,1253,2421,2632,4151,273
"G0600250","1970","California","06","Imperial","025",,,,,,,"Imperial","1",,"08",536,654,698,964,3749,3741,5904,763,253,492,526,692,1866,1872,2690,260
"G0600270","1970","California","06","Inyo","027",,,,,"2840",,"Inyo","1",,"09",151,149,116,242,813,896,1627,163,119,114,62,115,363,433,850,91
"G0600290","1970","California","06","Kern","029",,,,,"0680",,"Kern","0",,"J",2333,3591,3976,5970,18479,17489,27287,2154,1189,2300,2171,3424,8354,9180,13346,924
"G0600310","1970","California","06","Kings","031",,,,,,,"Kings","1",,"06",416,809,1888,2159,3994,3319,4505,370,239,389,426,660,1621,1531,2157,143
"G0600330","1970","California","06","Lake","033",,,,,,,"Lake","1",,"01",123,131,103,225,649,737,1767,308,82,57,70,82,296,514,1039,182
"G0600350","1970","California","06","Lassen","035",,,,,"0680",,"Lassen","1",,"09",87,121,216,279,789,967,1618,156,60,134,75,102,283,509,755,74
"G0600370","1970","California","06","Los Angeles","037",,,,,"4480",,"Los Angeles","0",,"F",43788,70926,76686,143145,444865,399370,631342,62515,24726,62209,74238,110451,241568,227771,395660,39606
"G0600390","1970","California","06","Madera","039",,,,,,,"Madera","1",,"06",319,423,278,613,1897,2042,3394,363,183,214,147,263,851,1126,1665,80
"G0600410","1970","California","06","Marin","041",,,,,"7360",,"Marin","1",,"A",1342,1691,2128,3783,13445,13520,19129,1684,939,1565,1517,2846,7393,6364,10109,962
"G0600430","1970","California","06","Mariposa","043",,,,,,,"Mariposa","1",,"09",35,52,56,91,275,324,560,63,19,35,75,41,94,130,364,30
"G0600450","1970","California","06","Mendocino","045",,,,,,,"Mendocino","1",,"01",485,406,416,733,2527,2539,4694,437,298,280,262,401,1199,1416,2495,238
"G0600470","1970","California","06","Merced","047",,,,,,,"Merced","1",,"05",809,1206,1848,2634,5823,5407,7883,895,392,825,836,999,2787,2777,3631,296
"G0600490","1970","California","06","Modoc","049",,,,,,,"Modoc","1",,"09",43,90,38,110,411,374,833,121,38,0,49,77,139,272,455,60
"G0600510","1970","California","06","Mono","051",,,,,"7360",,"Mono","1",,"09",31,43,36,55,297,295,386,31,12,25,21,123,147,145,205,24
"G0600530","1970","California","06","Monterey","053",,,,,"7120",,"Monterey","0",,"03",2802,8952,11010,10408,14817,11835,18464,1944,1197,2175,2134,3118,6540,6867,10578,1101
"G0600550","1970","California","06","Napa","055",,,,,"8720",,"Napa","0",,"02",561,909,839,1301,4013,3878,6950,741,394,782,797,921,1942,2095,3945,479
"G0600570","1970","California","06","Nevada","057",,,,,"8720",,"Nevada","1",,"09",209,221,186,330,1055,1257,2520,314,116,148,121,163,477,678,1461,148
"G0600590","1970","California","06","Orange","059",,,,,"0360",,"Orange","0",,"F",11080,17263,17318,29319,94743,91379,112006,8002,6327,13178,14266,19953,45003,46316,59138,4589
"G0600610","1970","California","06","Placer","061",,,,,"6920",,"Placer","1",,"09",625,913,647,1114,4012,4295,7185,585,323,539,449,611,1709,2221,3607,319
"G0600630","1970","California","06","Plumas","063",,,,,"6920",,"Plumas","1",,"09",62,62,54,118,581,688,1419,136,79,24,40,89,283,360,672,52
"G0600650","1970","California","06","Riverside","065",,,,,"7280",,"Riverside","0",,"H",3276,4775,5293,8467,24408,22871,34199,4116,1804,3556,3704,4808,11861,12513,19949,2031
"G0600670","1970","California","06","Sacramento","067",,,,,"6920",,"Sacramento","0",,"C",4190,6320,7002,13524,36296,35794,54483,3783,2216,5277,6434,9471,19400,20593,31190,2070
"G0600690","1970","California","06","San Benito","069",,,,,"6920",,"San Benito","1",,"03",231,216,191,251,955,903,1662,243,119,176,144,240,485,487,841,84
"G0600710","1970","California","06","San Bernardino","071",,,,,"7280",,"San Bernardino","0",,"H",4891,8307,10495,14823,38879,35248,51556,4869,2344,5322,5443,7556,17327,18440,28535,2709
"G0600730","1970","California","06","San Diego","073",,,,,"7320",,"San Diego","0",,"G",13352,42257,46353,44790,83827,71161,100308,8791,4631,11136,13666,19011,35681,34784,55955,4868
"G0600750","1970","California","06","San Francisco","075",,,,,"7360",,"San Francisco","0",,"A",2694,6619,10015,16603,48314,37874,68011,9928,1815,5848,9418,17587,34861,24450,50288,6844
"G0600770","1970","California","06","San Joaquin","077",,,,,"8120",,"San Joaquin","0",,"D",1873,2890,3029,5104,15380,14631,27045,2987,938,2238,2307,3129,7017,8074,13588,1137
"G0600790","1970","California","06","San Luis Obispo","079",,,,,"8120",,"San Luis Obispo","1",,"03",765,1305,1674,2301,5037,4117,8022,1120,475,939,1301,1404,2515,2532,4546,529
"G0600810","1970","California","06","San Mateo","081",,,,,"7360",,"San Mateo","1",,"A",3748,5598,5273,10664,36005,33437,56734,5010,2327,5066,5904,8993,19889,18478,32594,2867
"G0600830","1970","California","06","Santa Barbara","083",,,,,"7480",,"Santa Barbara","0",,"K",2047,3265,4138,6272,16041,14402,19842,2256,1105,2576,3202,4063,7927,7569,12098,1507
"G0600850","1970","California","06","Santa Clara","085",,,,,"7400",,"Santa Clara","0",,"B",7176,10509,11359,22475,77139,63742,81694,5763,4410,9032,11624,17902,37834,31584,44580,3309
"G0600870","1970","California","06","Santa Cruz","087",,,,,,,"Santa Cruz","1",,"03",981,1432,1563,2314,6177,5607,10059,1401,788,1196,1204,1658,2992,3617,5889,830
"G0600890","1970","California","06","Shasta","089",,,,,,,"Shasta","1",,"09",600,769,676,1170,4321,4199,6667,630,303,569,447,709,2026,2310,3457,298
"G0600910","1970","California","06","Sierra","091",,,,,,,"Sierra","1",,"09",18,14,4,18,67,123,287,18,9,11,6,24,42,75,156,12
"G0600930","1970","California","06","Siskiyou","093",,,,,"7400",,"Siskiyou","1",,"09",211,328,290,495,1649,1837,3643,386,151,219,120,260,570,862,1543,140
"G0600950","1970","California","06","Solano","095",,,,,"8720",,"Solano","0",,"A",1101,2648,4443,5971,10795,8942,13025,1037,496,1237,1506,2350,4348,4590,6521,423
"G0600970","1970","California","06","Sonoma","097",,,,,"7500",,"Sonoma","0",,"02",1242,1892,1942,3595,10461,9790,16437,1870,923,1590,1576,2397,5022,5287,9218,982
"G0600990","1970","California","06","Stanislaus","099",,,,,"5170",,"Stanislaus","0",,"05",1552,2116,1813,3139,10309,9951,15616,1505,896,1428,1596,2163,5348,5369,8735,723
"G0601010","1970","California","06","Sutter","101",,,,,,,"Sutter","1",,"04",243,428,393,786,2530,2340,3665,325,130,382,372,455,1113,1086,1611,180
"G0601030","1970","California","06","Tehama","103",,,,,,,"Tehama","1",,"04",229,269,268,439,1665,1541,2599,306,123,214,159,205,714,923,1282,103
"G0601050","1970","California","06","Trinity","105",,,,,,,"Trinity","1",,"09",30,34,51,75,385,476,852,82,0,17,28,37,148,147,332,31
"G0601070","1970","California","06","Tulare","107",,,,,,,"Tulare","1",,"06",1540,1795,1729,3020,9708,8871,15441,2030,808,1506,1331,1961,5104,5492,8812,805
"G0601090","1970","California","06","Tuolumne","109",,,,,"5170",,"Tuolumne","1",,"09",170,174,139,275,1020,1111,2236,254,66,200,68,152,548,605,1009,152
"G0601110","1970","California","06","Ventura","111",,,,,"6000",,"Ventura","0",,"07",3121,4720,4266,6759,24040,23780,27382,2264,1764,3314,2966,3879,10472,11752,14453,991
"G0601130","1970","California","06","Yolo","113",,,,,"6920",,"Yolo","1",,"04",531,930,1365,2027,5605,4587,7132,622,359,1008,1548,1719,2924,2424,3482,254
"G0601150","1970","California","06","Yuba","115",,,,,"6920",,"Yuba","1",,"04",172,450,879,1644,2914,2591,2701,298,83,244,279,367,903,1017,1313,77
"G0800010","1970","Colorado","08","Adams","001",,,,,"2080",,"Adams","1",,"A",1781,1987,2174,3789,13446,12313,12506,797,1102,1476,1530,2619,6743,6773,6395,313
"G0800030","1970","Colorado","08","Alamosa","003",,,,,,,"Alamosa","1",,"02",94,203,195,214,605,471,800,146,57,225,163,155,269,370,473,36
"G0800050","1970","Colorado","08","Arapahoe","005",,,,,"2080",,"Arapahoe","1",,"A",1674,2234,1941,2822,10186,10629,14049,835,1135,1279,1398,2058,5267,5478,7724,424
"G0800070","1970","Colorado","08","Archuleta","007",,,,,,,"Archuleta","1",,"02",15,32,6,44,137,122,245,29,10,9,29,15,27,79,97,14
"G0800090","1970","Colorado","08","Baca","009",,,,,,,"Baca","1",,"05",97,20,22,63,235,342,587,125,19,21,56,36,122,137,290,48
"G0800110","1970","Colorado","08","Bent","011",,,,,,,"Bent","1",,"05",33,38,46,83,197,312,570,103,13,26,56,44,119,141,255,61
"G0800130","1970","Colorado","08","Boulder","013",,,,,"2080",,"Boulder","1",,"D",1167,1918,2111,3416,9300,7376,8574,873,674,1491,1811,2522,4479,3671,5170,610
"G0800150","1970","Colorado","08","Chaffee","015",,,,,,,"Chaffee","1",,"01",99,106,44,130,507,564,827,129,41,31,61,65,202,269,429,87
"G0800170","1970","Colorado","08","Cheyenne","017",,,,,,,"Cheyenne","1",,"04",14,27,30,14,106,88,288,58,7,10,3,12,48,62,124,36
"G0800190","1970","Colorado","08","Clear Creek","019",,,,,,,"Clear Creek","1",,"01",48,45,44,89,430,275,412,65,8,18,39,60,167,99,239,36
"G0800210","1970","Colorado","08","Conejos","021",,,,,,,"Conejos","1",,"02",26,68,42,86,300,290,510,65,25,58,38,56,76,142,239,28
"G0800230","1970","Colorado","08","Costilla","023",,,,,,,"Costilla","1",,"02",7,39,10,31,98,104,197,27,0,13,12,29,53,56,110,12
"G0800250","1970","Colorado","08","Crowley","025",,,,,,,"Crowley","1",,"05",21,13,26,38,150,120,321,16,12,16,6,9,20,77,94,22
"G0800270","1970","Colorado","08","Custer","027",,,,,,,"Custer","1",,"05",8,10,0,5,39,71,145,31,0,9,0,0,7,36,50,0
"G0800290","1970","Colorado","08","Delta","029",,,,,,,"Delta","1",,"02",124,109,86,151,563,598,1616,283,94,81,33,90,203,356,782,65
"G0800310","1970","Colorado","08","Denver","031",,,,,"2080",,"Denver","0",,"A",3903,5994,6273,11633,31646,24377,43243,5817,2563,5525,6618,11282,18230,16069,30630,3825
"G0800330","1970","Colorado","08","Dolores","033",,,,,,,"Dolores","1",,"02",4,28,6,40,112,52,148,26,0,0,17,20,28,19,62,5
"G0800350","1970","Colorado","08","Douglas","035",,,,,,,"Douglas","1",,"04",62,73,31,112,485,604,758,122,47,40,47,29,249,290,332,35
"G0800370","1970","Colorado","08","Eagle","037",,,,,,,"Eagle","1",,"01",48,91,77,204,635,378,614,56,50,83,60,131,303,157,311,8
"G0800390","1970","Colorado","08","Elbert","039",,,,,"2080",,"Elbert","1",,"04",33,37,13,34,188,235,436,138,11,29,4,24,72,80,203,15
"G0800410","1970","Colorado","08","El Paso","041",,,,,"1720",,"El Paso","0",,"B",1660,4244,12627,10944,15878,13033,14679,1362,972,1921,2209,3345,6486,6476,8484,757
"G0800430","1970","Colorado","08","Fremont","043",,,,,,,"Fremont","1",,"05",140,165,130,233,837,984,1710,223,95,114,108,125,444,452,975,133
"G0800450","1970","Colorado","08","Garfield","045",,,,,,,"Garfield","1",,"01",166,136,143,253,826,831,1396,251,115,140,124,136,340,421,792,102
"G0800470","1970","Colorado","08","Gilpin","047",,,,,,,"Gilpin","1",,"01",22,0,0,14,41,60,116,43,0,7,0,0,8,35,51,13
"G0800490","1970","Colorado","08","Grand","049",,,,,,,"Grand","1",,"01",44,8,0,51,355,243,435,43,18,9,14,85,136,174,270,14
"G0800510","1970","Colorado","08","Gunnison","051",,,,,,,"Gunnison","1",,"01",36,129,193,177,319,386,434,45,24,146,177,83,193,138,256,37
"G0800530","1970","Colorado","08","Hinsdale","053",,,,,,,"Hinsdale","1",,"01",0,0,0,0,6,6,16,0,7,0,0,0,0,13,15,0
"G0800550","1970","Colorado","08","Huerfano","055",,,,,,,"Huerfano","1",,"05",34,12,47,69,197,346,615,82,14,13,12,34,89,201,305,29
"G0800570","1970","Colorado","08","Jackson","057",,,,,"1720",,"Jackson","1",,"01",5,12,17,32,171,99,167,13,0,5,16,19,33,64,44,11
"G0800590","1970","Colorado","08","Jefferson","059",,,,,"2080",,"Jefferson","1",,"A",2084,2085,1941,3427,15536,16240,19896,1391,1285,1687,1741,2880,7823,8566,10883,641
"G0800610","1970","Colorado","08","Kiowa","061",,,,,,,"Kiowa","1",,"04",24,15,10,42,95,107,205,46,0,7,5,12,32,64,83,11
"G0800630","1970","Colorado","08","Kit Carson","063",,,,,,,"Kit Carson","1",,"04",63,36,46,94,408,414,822,132,32,35,47,46,165,147,356,31
"G0800650","1970","Colorado","08","Lake","065",,,,,,,"Lake","1",,"01",68,74,132,183,656,503,670,31,17,58,45,67,210,225,196,17
"G0800670","1970","Colorado","08","La Plata","067",,,,,,,"La Plata","1",,"02",137,259,218,240,779,964,1668,208,67,188,130,190,370,583,917,106
"G0800690","1970","Colorado","08","Larimer","069",,,,,,,"Larimer","1",,"03",806,1329,1459,2069,5120,4406,5951,848,535,1091,1316,1610,2891,2565,3733,441
"G0800710","1970","Colorado","08","Las Animas","071",,,,,,,"Las Animas","1",,"05",109,139,147,178,528,575,1403,251,80,168,56,103,294,308,690,117
"G0800730","1970","Colorado","08","Lincoln","073",,,,,,,"Lincoln","1",,"04",49,35,27,68,270,194,540,113,47,14,9,30,76,157,254,19
"G0800750","1970","Colorado","08","Logan","075",,,,,,,"Logan","1",,"03",148,269,203,283,918,969,1561,242,127,278,87,115,440,479,895,151
"G0800770","1970","Colorado","08","Mesa","077",,,,,,,"Mesa","1",,"02",508,607,496,753,2617,2631,4892,659,297,595,412,489,1352,1772,2942,284
"G0800790","1970","Colorado","08","Mineral","079",,,,,,,"Mineral","1",,"01",17,0,4,27,72,58,64,0,4,0,0,0,25,7,41,0
"G0800810","1970","Colorado","08","Moffat","081",,,,,,,"Moffat","1",,"01",69,34,58,101,349,425,621,82,52,58,30,26,129,248,325,32
"G0800830","1970","Colorado","08","Montezuma","083",,,,,,,"Montezuma","1",,"02",121,79,63,107,561,732,1002,129,122,95,55,69,232,400,526,55
"G0800850","1970","Colorado","08","Montrose","085",,,,,,,"Montrose","1",,"02",149,114,78,254,979,1045,1691,161,121,99,60,121,410,602,719,61
"G0800870","1970","Colorado","08","Morgan","087",,,,,,,"Morgan","1",,"03",218,196,123,278,1056,1081,1845,335,145,100,111,146,396,639,1015,62
"G0800890","1970","Colorado","08","Otero","089",,,,,,,"Otero","1",,"05",196,183,199,315,1002,1180,1841,237,100,170,153,226,507,596,1174,114
"G0800910","1970","Colorado","08","Ouray","091",,,,,,,"Ouray","1",,"01",7,6,6,32,81,104,186,33,0,0,5,10,25,42,67,8
"G0800930","1970","Colorado","08","Park","093",,,,,,,"Park","1",,"01",14,17,0,27,96,162,194,38,5,24,6,21,12,54,144,8
"G0800950","1970","Colorado","08","Phillips","095",,,,,,,"Phillips","1",,"04",34,37,48,74,170,244,414,95,25,18,8,18,77,112,225,17
"G0800970","1970","Colorado","08","Pitkin","097",,,,,,,"Pitkin","1",,"01",9,62,54,168,640,453,435,78,38,25,95,222,383,182,218,18
"G0800990","1970","Colorado","08","Prowers","099",,,,,"2080",,"Prowers","1",,"05",137,157,118,261,703,642,1088,193,76,112,73,109,286,381,601,68
"G0801010","1970","Colorado","08","Pueblo","101",,,,,"6560",,"Pueblo","0",,"C",1046,1279,1284,1704,5169,6431,10212,742,416,1102,988,1151,2696,3210,4954,413
"G0801030","1970","Colorado","08","Rio Blanco","103",,,,,,,"Rio Blanco","1",,"01",43,92,30,94,268,292,457,58,25,11,31,45,133,181,212,16
"G0801050","1970","Colorado","08","Rio Grande","105",,,,,,,"Rio Grande","1",,"02",104,104,77,162,511,493,980,148,117,53,49,65,201,302,549,56
"G0801070","1970","Colorado","08","Routt","107",,,,,,,"Routt","1",,"01",52,91,49,120,378,389,594,80,47,45,23,74,166,181,308,22
"G0801090","1970","Colorado","08","Saguache","109",,,,,,,"Saguache","1",,"02",52,62,50,29,183,186,321,73,5,12,5,18,51,72,153,10
"G0801110","1970","Colorado","08","San Juan","111",,,,,,,"San Juan","1",,"01",10,0,6,18,52,56,93,0,0,5,0,5,17,6,18,16
"G0801130","1970","Colorado","08","San Miguel","113",,,,,,,"San Miguel","1",,"02",25,12,6,50,107,122,169,27,4,9,0,20,40,50,57,5
"G0801150","1970","Colorado","08","Sedgwick","115",,,,,,,"Sedgwick","1",,"03",52,32,29,9,124,189,395,71,28,10,20,25,64,101,206,31
"G0801170","1970","Colorado","08","Summit","117",,,,,,,"Summit","1",,"01",16,25,31,51,249,195,212,12,17,13,27,51,148,105,138,11
"G0801190","1970","Colorado","08","Teller","119",,,,,,,"Teller","1",,"01",8,9,26,46,247,169,304,19,12,22,10,25,77,85,142,18
"G0801210","1970","Colorado","08","Washington","121",,,,,,,"Washington","1",,"04",34,50,39,78,286,298,622,157,36,41,6,21,78,117,220,53
"G0801230","1970","Colorado","08","Weld","123",,,,,,,"Weld","1",,"03",757,1146,1365,1740,5046,4351,6855,964,283,1203,1359,1088,2360,2365,3681,338
"G0801250","1970","Colorado","08","Yuma","125",,,,,"6560",,"Yuma","1",,"04",57,58,44,109,470,382,924,189,45,24,5,58,215,227,402,66
"G0900010","1970","Connecticut","09","Fairfield","001",,,,,,,"Fairfield","1",,"A",6369,6178,6040,11846,42137,47012,82184,9408,5352,6192,6474,10197,20025,24950,50284,5865
"G0900030","1970","Connecticut","09","Hartford","003",,,,,,,"Hartford","1",,"C",6943,7416,7048,15305,47874,46036,79978,8476,5889,7172,8402,12661,23760,27289,54720,5424
"G0900050","1970","Connecticut","09","Litchfield","005",,,,,,,"Litchfield","1",,"01",1115,1232,1081,2324,8302,7641,14596,1959,761,1075,1064,1705,3965,4500,9940,1033
"G0900070","1970","Connecticut","09","Middlesex","007",,,,,,,"Middlesex","1",,"02",952,1060,994,2017,6861,6396,10665,1296,707,822,961,1493,3240,3568,7372,720
"G0900090","1970","Connecticut","09","New Haven","009",,,,,,,"New Haven","1",,"B",6142,6874,6959,13947,41261,38934,72735,8236,4567,6363,7195,10964,20136,23710,49040,4940
"G0900110","1970","Connecticut","09","New London","011",,,,,,,"New London","1",,"02",1750,2713,4148,7137,15794,12556,19031,2400,1049,1843,2044,2706,5467,6170,11018,1297
"G0900130","1970","Connecticut","09","Tolland","013",,,,,,,"Tolland","1",,"02",906,1047,1164,1908,7188,5655,7639,656,554,1062,1411,1639,3004,3142,4650,408
"G0900150","1970","Connecticut","09","Windham","015",,,,,,,"Windham","1",,"02",773,800,817,1452,4806,4366,7806,1011,445,758,828,1171,2453,2885,5557,645
"G1000010","1970","Delaware","10","Kent","001",,,,,,,"Kent","1",,"01",479,1004,1794,2602,5540,4571,5644,645,277,623,764,1398,2584,2586,3479,308
